TimeStamp,PositionAfterStep,StepTime,SpeedAfterMove,DistanceAfterStep,StepNumber,AxisName
545.3690757654440000,66.8,0.001310246581011,152.970585407784,16.8,-117,Y
546.6849822379380000,67,0.001315906472494,152.315462117278,17,-116,Y
548.0066225891700000,67.2,0.001321640351232,151.657508881031,17.2,-115,Y
549.3340724325420000,67.4,0.001327449843372,150.996688705415,17.4,-114,Y
550.6674090580850000,67.6,0.001333336625543,150.332963783729,17.6,-113,Y
552.0067114849730000,67.8,0.001339302426888,149.666295470958,17.8,-112,Y
553.3520605161740000,68,0.001345349031201,148.996644257513,18,-111,Y
554.7035387953320000,68.2,0.001351478279158,148.323969741913,18.2,-110,Y
556.0612308660190000,68.4,0.001357692070687,147.648230602334,18.4,-109,Y
557.4252232334440000,68.6,0.001363992367425,146.969384566991,18.6,-108,Y
558.7956044287790000,68.8,0.001370381195335,146.287388383278,18.8,-107,Y
560.1724650762110000,69,0.001376860647432,145.60219778561,19,-106,Y
561.5558979628810000,69.2,0.001383432886670,144.913767461894,19.2,-105,Y
562.9459981118540000,69.4,0.001390100148973,144.22205101856,19.4,-104,Y
564.3428628582860000,69.6,0.001396864746432,143.527000944073,19.6,-103,Y
565.7465919289620000,69.8,0.001403729070676,142.828568570857,19.8,-102,Y
567.1572875253810000,70,0.001410695596419,142.126704035519,20,-101,Y
568.5750544105940000,70.2,0.001417766885213,141.42135623731,20.2,-100,Y
570.0000000000000000,70.4,0.001424945589406,140.712472794703,20.4,-99,Y
571.4322344563180000,70.6,0.001432234456318,140,20.6,-98,Y
572.8718707889800000,70.8,0.001439636332662,139.283882771841,20.8,-97,Y
574.3190249581960000,71,0.001447154169216,138.56406460551,21,-96,Y
575.7738159839580000,71.2,0.001454791025762,137.840487520902,21.2,-95,Y
577.2363660602830000,71.4,0.001462550076325,137.113092008021,21.4,-94,Y
578.7068006749890000,71.6,0.001470434614706,136.381816969859,21.6,-93,Y
580.1852487353590000,71.8,0.001478448060370,135.646599662505,21.8,-92,Y
581.6718427000250000,72,0.001486593964666,134.90737563232,22,-91,Y
583.1667187174730000,72.2,0.001494876017448,134.164078649987,22.2,-90,Y
584.6700167715680000,72.4,0.001503298054095,133.416640641263,22.4,-89,Y
586.1818808345420000,72.6,0.001511864062974,132.664991614216,22.6,-88,Y
587.7024590279200000,72.8,0.001520578193378,131.909059582729,22.8,-87,Y
589.2319037918940000,73,0.001529444763974,131.14877048604,23,-86,Y
590.7703720636860000,73.2,0.001538468271792,130.384048104053,23.2,-85,Y
592.3180254654970000,73.4,0.001547653401811,129.614813968157,23.4,-84,Y
593.8750305026860000,73.6,0.001557005037189,128.840987267251,23.6,-83,Y
595.4415587728430000,73.8,0.001566528270157,128.062484748657,23.8,-82,Y
597.0177871865300000,74,0.001576228413687,127.279220613579,24,-81,Y
598.6038982004690000,74.2,0.001586111013939,126.491106406735,24.2,-80,Y
600.2000800640640000,74.4,0.001596181863595,125.698050899765,24.4,-79,Y
601.8065270801830000,74.6,0.001606447016119,124.899959967968,24.6,-78,Y
603.4234398812410000,74.8,0.001616912801058,124.096736459909,24.8,-77,Y
605.0510257216820000,75,0.001627585840441,123.28828005938,25,-76,Y
606.6894987880710000,75.2,0.001638473066389,122.474487139159,25.2,-75,Y
608.3390805281090000,75.4,0.001649581740038,121.655250605964,25.4,-74,Y
610.0000000000000000,75.6,0.001660919471891,120.830459735946,25.6,-73,Y
611.6724942437400000,75.8,0.00167249424374,120,25.8,-72,Y
613.3568086760150000,76,0.001684314432275,119.16375287813,26,-71,Y
615.0531975105850000,76.2,0.001696388834570,118.321595661992,26.2,-70,Y
616.7619242061880000,76.4,0.001708726695603,117.473401244707,26.4,-69,Y
618.4832619441960000,76.6,0.001721337738008,116.619037896906,26.6,-68,Y
620.2174941384790000,76.8,0.001734232194283,115.758369027902,26.8,-67,Y
621.9649149801720000,77,0.001747420841693,114.891252930761,27,-66,Y
623.7258300203050000,77.2,0.001760915040133,114.017542509914,27.2,-65,Y
625.5005567935640000,77.4,0.001774726773259,113.137084989848,27.4,-64,Y
627.2894254867990000,77.6,0.001788868693235,112.249721603218,27.6,-63,Y
629.0927796562550000,77.8,0.001803354169456,111.3552872566,27.8,-62,Y
630.9109769979340000,78,0.001818197341679,110.453610171873,28,-61,Y
632.7443901759960000,78.2,0.001833413178062,109.544511501033,28.2,-60,Y
634.5934077146200000,78.4,0.001849017538624,108.627804912002,28.4,-59,Y
636.4584349593740000,78.6,0.001865027244754,107.70329614269,28.6,-58,Y
638.3398951148330000,78.8,0.001881460155459,106.770782520313,28.8,-57,Y
640.2382303659700000,79,0.001898335251137,105.830052442584,29,-56,Y
642.1539030917350000,79.2,0.001915672725765,104.880884817015,29.2,-55,Y
644.0873971802600000,79.4,0.001933494088525,103.923048454133,29.4,-54,Y
646.0392194562890000,79.6,0.001951822276029,102.95630140987,29.6,-53,Y
648.0099012327580000,79.8,0.001970681776469,101.980390271856,29.8,-52,Y
650.0000000000000000,80,0.001990098767242,100.995049383621,30,-51,Y
652.0101012677670000,80.2,0.002010101267767,100,30.2,-50,Y
654.0408205773460000,80.4,0.002030719309579,98.9949493661166,30.4,-49,Y
656.0928057033470000,80.6,0.002051985126001,97.9795897113271,30.6,-48,Y
658.1667390674910000,80.8,0.002073933364144,96.9535971483266,30.8,-47,Y
660.2633403898970000,81,0.002096601322406,95.9166304662544,31,-46,Y
662.3833696070630000,81.2,0.002120029217166,94.8683298050514,31.2,-45,Y
664.5276300900860000,81.4,0.002144260483023,93.8083151964686,31.4,-44,Y
666.6969722017660000,81.6,0.002169342111680,92.736184954957,31.6,-43,Y
668.8922972372520000,81.8,0.002195325035486,91.6515138991168,31.8,-42,Y
671.1145618000170000,82,0.002222264562765,90.5538513813742,32,-41,Y
673.3647826734430000,82.2,0.002250220873426,89.4427190999916,32.2,-40,Y
675.6440422583730000,82.4,0.002279259584930,88.3176086632785,32.4,-39,Y
677.9534946591470000,82.6,0.002309452400774,87.1779788708135,32.6,-38,Y
680.2943725152290000,82.8,0.002340877856082,86.0232526704263,32.8,-37,Y
682.6679946931850000,83,0.002373622177956,84.8528137423857,33,-36,Y
685.0757749752940000,83.2,0.002407780282109,83.6660026534076,33.2,-35,Y
687.5192319072810000,83.4,0.002443456931987,82.4621125123532,33.4,-34,Y
690.0000000000000000,83.6,0.002480768092719,81.2403840463596,33.6,-33,Y
692.5198425197640000,83.8,0.002519842519764,80,33.8,-32,Y
695.0806661517030000,84,0.002560823631939,78.7400787401181,34,-31,Y
697.6845378827220000,84.2,0.002603871731019,77.4596669241484,34.2,-30,Y
700.3337045290420000,84.4,0.002649166646320,76.1577310586391,34.4,-29,Y
703.0306154330090000,84.6,0.002696910903967,74.8331477354788,34.6,-28,Y
705.7779489814400000,84.8,0.002747333548431,73.4846922834954,34.8,-27,Y
708.5786437626900000,85,0.00280069478125,72.1110255092798,35,-26,Y
711.4359353944900000,85.2,0.00285729163180,70.7106781186548,35.2,-25,Y
714.3534003374950000,85.4,0.002917464943005,69.2820323027551,35.4,-24,Y
717.3350083857840000,85.6,0.002981608048289,67.8232998312527,35.6,-23,Y
720.3851860318430000,85.8,0.003050177646059,66.332495807108,35.8,-22,Y
723.5088935932650000,86,0.003123707561422,64.8074069840786,36,-21,Y
726.7117199406200000,86.2,0.003202826347355,63.2455532033676,36.2,-20,Y
730.0000000000000000,86.4,0.00328828005938,61.6441400296898,36.4,-19,Y
733.3809621030940000,86.6,0.003380962103094,60,36.6,-18,Y
736.8629150101520000,86.8,0.003481952907058,58.309518948453,36.8,-17,Y
740.4554884989670000,87,0.003592573488815,56.5685424949238,37,-16,Y
744.1699475574160000,87.2,0.003714459058449,54.7722557505166,37.2,-15,Y
748.0196097281440000,87.4,0.003849662170728,52.9150262212918,37.4,-14,Y
752.0204102886729000,87.6,0.0040008005605289,50.9901951359278,37.6,-13,Y
756.1916848035314000,87.8,0.0041712745148585,48.9897948556636,37.8,-12,Y
760.5572809000084000,88,0.0043655960964770,46.9041575982343,38,-11,Y
765.1471862576143000,88.2,0.0045899053576059,44.7213595499958,38.2,-10,Y
770.0000000000000000,88.4,0.0048528137423857,42.4264068711928,38.4,-9,Y
775.1668522645212000,88.6,0.0051668522645212,40,38.6,-8,Y
780.7179676972449000,88.8,0.0055511154327237,37.4165738677394,38.8,-7,Y
786.7544467966324000,89,0.0060364790993875,34.6410161513776,39,-6,Y
793.4314575050762000,89.2,0.0066770107084438,31.6227766016838,39.2,-5,Y
801.0102051443364000,89.4,0.0075787476392602,28.2842712474619,39.4,-4,Y
810.0000000000000000,89.6,0.0089897948556636,24.4948974278318,39.6,-3,Y
821.7157287525381000,89.8,0.0117157287525381,20,39.8,-2,Y
850.0000000000000000,90,0.0282842712474619,14.142135623731,40,-1,Y
